linked_in_profile_name=corykennedy
Post_ID,Post_URL,Post_Author_Name,Post_Author_Profile,Post_Author_JobTitle,Post_Time,Post_Content,Post_Reactions,Post_Comments,Post_Impressions,Date_Collected
7339100918245675008,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,1w •1 week ago • Visible to anyone on or off LinkedIn,"Dear Diary,
I figured it was about time for a useless ""AI"" project to share and as an added bonus this one comes with lore.
About 3 years ago I put out something I called
hashtag
#
IDrawAPT
which used
hashtag
#
DallE
to generate Threat Actor images based on the name only.
Today, I decided to revisit that project and while the images before are HILARIOUS... Now everyone can be a professional hacker namer person.  Here is what IDrawAPT does today:
- Uses
hashtag
#
MITRE
data to populate attacker names, location, description, etc...
- Has a styling guide to ""theme"" each actor based on $THINGS
- Allow you to use your company branding as a way to build the image for a report
- Generate APT names
- Much much much more
So if you want some custom art work for a talk, presentation, report or anything else... head on over to
https://lnkd.in/g6NX7xkJ
and git to hackin
hashtag
#
cyber
hashtag
#
octothorpe
hashtag
#
ai
hashtag
#
threatintel
hashtag
#
cti
hashtag
#
apt",0,7,0,2025-06-23 22:55:04
7334338670386155521,,Bill SwearingenBill Swearingen,https://www.linkedin.com/in/billswearingen?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAADMfK0Bc_YHyl0SX5Beo7Urg2gFDcaRlc4,"Founding Partner, TRIFIDENTFounding Partner, TRIFIDENT",3w •3 weeks ago • Visible to anyone on or off LinkedIn,"I’m thrilled to announce that SecKC on June 10 is going to be a total blast at our new home, Knuckleheads Garage in Kansas City!
We’ve lined up two incredible speakers:
Chris Sistrunk
(Mandiant/Google Cloud Security) on real‐world OT incident response and integrating cyber and physical recovery plans
Joe “Kingpin” Grand (hardware hacker, L0pht, DEF CON badge pioneer) demonstrating fault injection techniques for embedded devices
But that’s not all! We’ll also have:
•
BSidesKC, Inc
badge pickup
• Lockpicking practice with
Toool (The Open Organisation of Lockpickers)
• AWESOME DJ'S BRINGING THE BEATS
Knuckleheads Garage has awesome food and a cash-only bar (ATM on site). Under-21s are welcome with ID. If you’re into security, hardware hacking, or just love hands-on demos, you won’t want to miss this. Learn more and RSVP here:
https://lnkd.in/gR5ZGdTq
Drop a comment or send me a message if you’re planning to join. Can’t wait to see you there!",0,8,0,2025-06-23 22:55:04
7329908851955191808,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,1mo •1 month ago • Visible to anyone on or off LinkedIn,"With
hashtag
#
DEFCON
less than 90 days away, I thought it was time to start planning my
hashtag
#
EDC
.  I think I'll make a tandem backpack for it, so I'm looking for volunteers.",0,4,0,2025-06-23 22:55:04
7328182312922189824,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,1mo • Edited •1 month ago • Edited • Visible to anyone on or off LinkedIn,"Haven't gotten your fill of
hashtag
#
AI
yet?  Well I am here to help! Here is my
hashtag
#
StaffPick
for talks... well they are also my talks, but if you missed my latest last week, you can find the slides here:
https://github.com/haKC-ai
.
More content to come in the repo.
hashtag
#
cyber
hashtag
#
hacking
hashtag
#
otherthings
hashtag
#
octothorpes
hashtag
#
haKCing
hashtag
#
blockbusterjokesarestillfunny
hashtag
#
emhyphens",0,2,0,2025-06-23 22:55:04
7328039533244047360,,David MoundDavid Mound,https://www.linkedin.com/in/davemound?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAKpPmkBdIW1-ZQkSTBaBfF1CiEjTEZXNXM,Professional Sneak and Problem SolverProfessional Sneak and Problem Solver,1mo •1 month ago • Visible to anyone on or off LinkedIn,"Can we trust AI Pentesters in live environments?
AI is already changing how we approach security testing, from automated recon to context-aware exploitation. But with great power comes great… unpredictability.
Today, I’m releasing a blog post that outlines a structured certification framework for AI-based penetration testing agents.
Why?
🥷 To give security leaders and practitioners confidence in deploying AI tools
🥷 To benchmark agent capabilities against human-level standards (like OSCP/OSEP)
🥷 And most importantly ... to ensure safe, scoped, and accountable use of AI in live environments
I’ve developed a detailed scoring matrix (aligned with CREST, PTES, OffSec principles) and introduced certification tiers ranging from Experimental to Certified AI Pentester.
This isn’t about replacing humans ... it’s about building trust in autonomy.
Would love to hear your thoughts. Are we ready for AI red teamers? Or still early days?
hashtag
#
CyberSecurity
hashtag
#
AI
hashtag
#
RedTeam
hashtag
#
PenetrationTesting
hashtag
#
OffSec
hashtag
#
SecurityResearch
hashtag
#
AIinSecurity
hashtag
#
OffensiveSecurity
hashtag
#
AItools",0,8,0,2025-06-23 22:55:04
7295894939102498817,,Aleksandr YampolskiyAleksandr Yampolskiy,https://www.linkedin.com/in/ayampolskiy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABXJpIBXPAJcn7Kn1y-nlG-P0N6PK9n3tM,CEO; Cybersecurity expert ; Angel Investor; Entrepreneur & Dreamer.CEO; Cybersecurity expert ; Angel Investor; Entrepreneur & Dreamer.,4mo •4 months ago • Visible to anyone on or off LinkedIn,"I am looking for really brilliant engineers in NYC an Austin, Texas area.
Email me your best github code snippet to
alex@securityscorecard.io
Also looking for an awesome PRICING & PACKAGING person  product marketer !",40,1,0,2025-06-23 22:55:08
7295128383884079106,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,4mo • Edited •4 months ago • Edited • Visible to anyone on or off LinkedIn,"Grab the STIX JSON containing all communication findings from my
https://lnkd.in/g9gURqGV
research at the link below, and while you are at it snag the AI generated podcast about it... its...fine I guess?
https://lnkd.in/gQ6DqQSr
hashtag
#
deepseek
hashtag
#
ai
hashtag
#
octothorpesmeanhacking
hashtag
#
cyber
hashtag
#
cybercybercyber
hashtag
#
research
hashtag
#
ai",16,0,0,2025-06-23 22:55:08
7294721850675200000,https://www.linkedin.com/feed/update/urn:li:activity:7294721850675200000/,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,4mo •4 months ago • Visible to anyone on or off LinkedIn,">> Be me
>> Pick apart the DeepSeek APK
>> ImSoShockedatTheFindings.apk
Please give it a read, recreate the research and let me know if you find anything new.  Would love to work together and am happy to share additional data I collected during this process.",14,0,0,2025-06-23 22:55:08
7289462644850204672,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,4mo •4 months ago • Visible to anyone on or off LinkedIn,"Almost 3 years ago when I joined SecurityScorecard as a Principal Threat Researcher. I was an IC, focused on the data, not the ratings platform and was not only impressed by it, but even moreso by the people and passion.
In that time, SecurityScorecard has invested not only in me personally a leader, but our mission, my good(and bad) ideas all in the name of moving the industry forward for the right reasons.
If you are a hacker, threat hunter, defender, researcher and love disrupting attackers, I encourage you to consider SecurityScorecard for this role directly on my team STRIKE.
Remember, ""You are the average of the five people you spend the most time with...""  If you'd like to be surrounded by a team where you can grow professionally while hunting bad guys, consider SecurityScorecard for the culture, pace, innovation, personal growth and ability to make an impact.
https://lnkd.in/g4dicc5A",65,3,0,2025-06-23 22:55:08
7289457047773814785,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,4mo • Edited •4 months ago • Edited • Visible to anyone on or off LinkedIn,"Pop quiz time.
What does your favorite AI Friend (AIF) know about you? (it looks close enough to ALF so go with it)
Are you practicing good operational security when talking to ALF?
If you don't know, use this prompt:
""Using data classification logic, tell me what you know about me for each category""
You'll get a nice summary of all the Public, Private, Confidential and Restricted information it thinks it knows.   Check it out and see if you like the answer.",9,0,0,2025-06-23 22:55:08
